university_id,name,established_year,ranking,country,State,City
4261,New Gregorymouth University,1928,196,Germany,Mississippi,Lake Kimberlyberg
4262,Escobarborough University,1890,1714,Japan,West Virginia,New Michaelborough
4263,Port Evelynport University,1982,319,UK,Minnesota,Fergusonfort
4264,Brianberg University,1878,1153,India,Arizona,West Larry
4265,Deleonborough University,1974,1617,USA,Louisiana,Jenningschester
4266,Lake Susanberg University,1908,981,Japan,Michigan,South Sean
4267,Charlesberg University,1945,1591,France,New York,New Javier
4268,North Shawnton University,1955,750,Canada,New York,Peckville
4269,North Jacquelineland University,1944,1015,USA,Washington,Port Shannon
4270,Robinsonville University,1906,999,Germany,North Dakota,Port Alexander
4271,Smallport University,1926,1902,Germany,Texas,South Kendra
4272,North Ginafurt University,1851,1594,Japan,Delaware,Christopherland
4273,East Alexander University,1963,932,Canada,Illinois,North Elizabeth
4274,South Holly University,1963,671,Canada,West Virginia,Castrofurt
4275,Lake Andrew University,1872,1911,India,Maryland,Walkermouth
4276,Hawkinsborough University,1918,1876,Brazil,Wyoming,East Stacyfort
4277,New Zachary University,2022,789,China,Michigan,Lake Amyberg
4278,Lake Jamesfurt University,2021,817,Australia,Oklahoma,Mikeberg
4279,North Christina University,1875,1221,Brazil,Wisconsin,Jessicamouth
4280,New Loriport University,1855,1968,Brazil,Ohio,Jameschester
4281,South Jamieberg University,2011,423,France,West Virginia,Wendyfurt
4282,Boyleport University,1935,1612,USA,Washington,Stephenburgh
4283,East Maxwellhaven University,1898,1820,Canada,Alabama,Robertland
4284,Lorifort University,1985,628,Australia,Delaware,Lopezland
4285,Hufftown University,1892,898,Canada,Alaska,Andrewton
4286,Port Mariastad University,1933,161,UK,New Mexico,Cabreraberg
4287,East Matthewfurt University,1903,1026,Australia,Wyoming,Jeffreyborough
4288,Wardbury University,1953,1094,Japan,Maine,East Brianside
4289,Yolandaport University,1926,1937,Brazil,Florida,Elizabethfurt
4290,East Traciefort University,1855,1811,UK,Georgia,Howardview
4291,New Michaelview University,1995,166,UK,Tennessee,Lake Ashley
4292,North Colleen University,1896,1785,France,Oklahoma,Thomasborough
4293,South Jessica University,1958,165,USA,Kentucky,Dayshire
4294,West Laura University,1899,1359,Brazil,New Jersey,East Benjamin
4295,Sheilatown University,1950,492,China,Oklahoma,New April
4296,East Maxwell University,1921,524,Canada,Utah,North Christopherton
4297,Danachester University,1857,1230,Canada,Kansas,Lake Jessicachester
4298,Heathershire University,1853,845,Australia,Washington,Caldwellberg
4299,South John University,1857,1790,UK,Wisconsin,West Nathaniel
4300,North Samanthabury University,1863,1015,USA,Minnesota,West Charlesberg
4301,Jennyland University,1946,1570,France,Nebraska,Lake Caitlin
4302,South Ryanstad University,2012,1625,China,Massachusetts,Port Ian
4303,New Jerryshire University,1996,1291,Australia,Utah,Port Jessica
4304,Richardsonburgh University,1861,1429,India,Pennsylvania,South Donaldport
4305,Wyattfurt University,1874,373,Brazil,New Jersey,Piercefurt
4306,Porterville University,1867,1299,China,Utah,Rodriguezside
4307,Reyesborough University,1920,1576,India,Virginia,Raymondport
4308,Martinezborough University,1859,1607,USA,Louisiana,North Kimberly
4309,West Charlene University,1882,513,UK,Nebraska,Jessicaborough
4310,South Sarahbury University,1856,426,China,West Virginia,Tracifurt
4311,Port Joshua University,1899,565,Germany,New Hampshire,East Melissastad
4312,Davidmouth University,1889,1322,India,North Carolina,Lake Maria
4313,Markbury University,1857,713,India,Florida,West Phillipstad
4314,Patrickhaven University,1954,1267,France,Massachusetts,West Rebeccamouth
4315,Morrisbury University,1962,166,USA,Maine,North Robert
4316,Michelleland University,1902,389,UK,Nebraska,East James
4317,Port James University,1941,1942,China,Idaho,South Toniville
4318,New Sean University,1956,688,China,North Dakota,South Thomas
4319,Nicoleburgh University,1893,748,India,Oregon,West Jessica
4320,Kevintown University,1924,686,Japan,Washington,Alexandriachester
4321,Christinaview University,1942,1087,USA,Florida,East Aaron
4322,Port Jamesfurt University,1997,970,France,Maryland,Melissafurt
4323,Jacquelineborough University,1959,600,France,New Hampshire,New Jonathanmouth
4324,East Pamelachester University,1987,978,Canada,New York,Mezastad
4325,Kyleshire University,1970,1732,Canada,Minnesota,North Sallyview
4326,East Barbara University,1899,328,Japan,Alaska,West Sandra
4327,East Ronaldborough University,1904,479,UK,Minnesota,Taylorview
4328,Jonesberg University,1938,1893,Germany,South Dakota,Port Dianeland
4329,Port Matthew University,1897,1795,Australia,California,Port Elizabethstad
4330,East Brandonburgh University,1957,1043,China,Kansas,South Davidshire
4331,Lawrencemouth University,1986,1711,China,Kansas,East Jacob
4332,New Juliehaven University,1856,1095,Australia,Kentucky,Sullivanhaven
4333,West Phillip University,1850,1405,Australia,North Dakota,New Debbieberg
4334,Bridgesport University,1855,1358,China,New Jersey,New Amber
4335,Simpsonbury University,1855,261,Germany,Florida,New Carlfort
4336,New Danielmouth University,2019,1086,Brazil,Kentucky,East Tonya
4337,Marissaton University,2002,185,India,Minnesota,Brandonland
4338,North Sharonshire University,1890,577,China,West Virginia,Lake Peter
4339,Danaland University,1913,1382,Japan,Massachusetts,Matthewshire
4340,West Julia University,1910,1431,Japan,Idaho,West Randyside
4341,North Valerie University,1883,1671,India,Arizona,New Bethany
4342,Mcmillanchester University,1877,629,Australia,Wisconsin,East Donnastad
4343,Port Sarahberg University,1981,464,India,Iowa,Port Jesusbury
4344,East Larrystad University,1976,832,China,Colorado,Lake Derekmouth
4345,South Ellenhaven University,1863,1155,Australia,Michigan,Shawbury
4346,Yolandabury University,1986,1038,China,Wisconsin,Aliciafort
4347,Lake Christopherside University,1897,1262,USA,Wisconsin,Jamesport
4348,Diaztown University,1965,1094,Australia,West Virginia,Doughertyfort
4349,New Brendamouth University,1987,355,Australia,Iowa,East Amanda
4350,Sandrafort University,1850,117,UK,Michigan,West Matthewview
4351,West Kristen University,1898,954,Canada,South Carolina,Kathryntown
4352,Kennethville University,2017,995,Japan,Mississippi,New Josephberg
4353,Smithville University,1883,1076,Brazil,Arizona,Bellshire
4354,West Katherine University,1910,1926,USA,Illinois,East Austinfurt
4355,Jasonport University,2001,1462,Germany,Massachusetts,Brianmouth
4356,Fuenteschester University,2009,696,UK,Colorado,South Nicholeview
4357,South Brendaborough University,1891,1286,India,Mississippi,New Williamton
4358,New Paul University,1885,246,Brazil,New Hampshire,East William
4359,Teresafurt University,1855,768,India,New Jersey,East Carlosfort
4360,Port William University,1969,1298,Canada,Colorado,East Benjamin
4361,Port Timothy University,1916,1725,China,Maryland,Brownview
4362,Smithshire University,1868,1515,India,Florida,South Ashleyfort
4363,Port Heidi University,1966,1573,Canada,Georgia,East Gregorychester
4364,Hannahtown University,1882,758,Germany,Oklahoma,West Lorraineburgh
4365,New Richardstad University,1972,1906,France,New Hampshire,Desireefurt
4366,West Michael University,1900,887,Brazil,New Mexico,Kathleenborough
4367,North Cynthia University,2014,623,France,Kentucky,South Mirandafurt
4368,Lake Michaelbury University,1980,303,USA,Utah,North Elizabeth
4369,Johnmouth University,2025,383,UK,Washington,Port Laurenmouth
4370,West Hannah University,1881,1742,UK,Louisiana,East Roy
4371,South Shawnside University,1907,1053,USA,Colorado,North Kyleport
4372,Stephaniestad University,1900,986,Brazil,Louisiana,Whitebury
4373,Tarastad University,2008,1371,Australia,Indiana,Lake Sheila
4374,Longville University,1911,819,India,Kansas,Billybury
4375,Baileyhaven University,1929,1162,Japan,Nevada,North Dianeview
4376,Danielview University,1930,468,China,Massachusetts,Johnfort
4377,Julieburgh University,1976,1725,Australia,New Jersey,Jeffreyville
4378,Brownbury University,1974,1709,Japan,Washington,Pittsfort
4379,South Timothy University,1863,1984,China,Minnesota,Meganmouth
4380,Campbellbury University,1870,1828,India,Michigan,Port Christinemouth
4381,New Shelly University,1998,1213,Brazil,Kentucky,Mckeeland
4382,New Dakota University,1923,1068,India,Minnesota,South Alexanderborough
4383,Douglasberg University,1972,1057,Germany,Florida,North Amber
4384,Morganhaven University,1863,678,Germany,Rhode Island,East Patricia
4385,South Brandy University,1990,1053,Brazil,Montana,West Meganport
4386,Kaylafort University,1906,419,Canada,Mississippi,Longville
4387,Mariaburgh University,2005,1439,Germany,Washington,East Steven
4388,Brownberg University,1956,102,Brazil,Illinois,Christopherland
4389,South Oscarstad University,1924,1169,USA,Arkansas,Lucerofort
4390,New Joshua University,1900,1984,France,West Virginia,Port Susanside
4391,Frankside University,1992,26,Australia,Tennessee,South Jessicafurt
4392,Juarezmouth University,1941,747,Germany,Missouri,New Michael
4393,Williamsbury University,1890,1128,India,Nevada,Lake Samantha
4394,Richardmouth University,1973,1038,India,Connecticut,North Ronnie
4395,Lake David University,2017,1158,India,Missouri,West Sarahhaven
4396,Josephburgh University,1922,410,Australia,New Hampshire,North Kaitlyntown
4397,New Natalieton University,1871,1009,Japan,Mississippi,West Mitchellshire
4398,Lisaville University,1964,1321,USA,Washington,Phillipschester
4399,Batesmouth University,1997,141,India,Maine,Gregoryport
4400,Adrianborough University,1928,691,Brazil,Utah,Port Tara
4401,New John University,2006,1424,Germany,Nebraska,South Carrie
4402,Shannonshire University,1910,1268,India,Nevada,East Nataliebury
4403,Port Renee University,1939,1556,India,Michigan,Carterville
4404,Lake Randybury University,1900,935,China,Delaware,Port Misty
4405,West Elizabethhaven University,1854,5,UK,Nebraska,West Marcus
4406,Leemouth University,1872,1159,Japan,Utah,Smithberg
4407,Deannaborough University,2005,316,USA,Hawaii,East John
4408,Port Michelleburgh University,1868,1850,UK,Alaska,Shermanfort
4409,Lake Heather University,1963,399,Canada,Alaska,Kaitlynborough
4410,New Kimberly University,1900,895,Australia,Oklahoma,Melindaport
4411,Pattersonmouth University,1905,1580,Germany,Maine,East Rachelberg
4412,Katelynberg University,1990,1672,Canada,Massachusetts,Lake Andrea
4413,Briggsside University,1943,1803,Canada,Alabama,Longburgh
4414,Gainesmouth University,2007,1115,Canada,Arizona,Lake Charlesberg
4415,North Chadfort University,1907,1985,Canada,South Dakota,Hillmouth
4416,Lisaside University,1886,176,India,Alabama,South Mary
4417,Scotthaven University,2019,1720,Japan,Pennsylvania,Stokesberg
4418,Mitchellville University,1910,807,USA,New Hampshire,West Tamarafort
4419,Port Josephburgh University,2015,749,China,Delaware,West Frankburgh
4420,Lake Angelica University,1899,1949,India,North Carolina,North Jordanview
4421,Savannahtown University,1949,457,USA,West Virginia,Floresview
4422,South Kelly University,1927,1938,India,New York,Jonview
4423,Jennifertown University,2008,951,Japan,Alabama,Port Angelabury
4424,Larryhaven University,1969,1612,France,North Carolina,Portermouth
4425,Juanchester University,1938,1754,UK,Louisiana,Susanland
4426,Owensview University,2001,157,France,Kentucky,South Robert
4427,Darylhaven University,1884,255,USA,Michigan,Floresberg
4428,Ashleyview University,1920,997,Canada,Missouri,Hughesmouth
4429,Mindyland University,1918,357,Canada,Kentucky,Gonzalezmouth
4430,Crystalbury University,1977,1722,Canada,Colorado,Irwinhaven
4431,Turnerville University,1947,246,UK,Vermont,Westchester
4432,Thomasfort University,1960,1823,Japan,New York,Gardnerstad
4433,Port Timothy University,1956,1049,Germany,Oklahoma,Lake Amandachester
4434,Snyderfort University,1855,293,Japan,North Carolina,Lake Maryport
4435,Andersonmouth University,2017,1752,USA,New York,Justinhaven
4436,East Angelamouth University,1978,376,Japan,Wyoming,Donaldfort
4437,Garrettstad University,1891,610,Australia,Idaho,Lake Jon
4438,Jonesfort University,1940,1263,Japan,Connecticut,South Danielleport
4439,Aliciabury University,1908,1421,Australia,Pennsylvania,New Denise
4440,Tracystad University,1970,1815,India,Colorado,New Bridget
4441,West Bryanport University,1979,1516,UK,Arizona,South Jessestad
4442,Duanemouth University,1859,1415,India,Rhode Island,New Joanbury
4443,South Cheryl University,1998,896,Canada,Montana,East Jeffreyland
4444,West Sophiaport University,1963,512,Brazil,Pennsylvania,Miguelfort
4445,New Kimberlybury University,2017,1945,UK,Nebraska,Rebeccaside
4446,South Ryanview University,1994,928,Brazil,Virginia,Amymouth
4447,New Michael University,1947,352,China,Tennessee,Johnnybury
4448,North Kristinaland University,1871,1910,France,Virginia,North Laura
4449,Karenchester University,1927,1838,France,Virginia,Joshualand
4450,East Cindy University,1932,1939,Germany,Hawaii,Sarahmouth
4451,East Christopherberg University,1875,478,UK,Colorado,South Maria
4452,Nicholasside University,1918,1550,Canada,Massachusetts,Kristymouth
4453,Jeffreybury University,1851,1372,Japan,Oregon,Lake Bryan
4454,East Nicole University,1889,825,USA,Wisconsin,Scottview
4455,West Thomas University,1927,127,Canada,New Mexico,Smithbury
4456,Jacksonberg University,1941,1028,Germany,Indiana,Changfort
4457,Priceberg University,2000,1881,UK,Nevada,Lake Jonathanchester
4458,Lake Bruce University,1933,712,India,West Virginia,Lake Sheilabury
4459,Jeffreyberg University,1876,1051,Germany,Hawaii,Ramosshire
4460,Romeromouth University,1954,1278,Japan,Maine,Smithview
4461,East Michael University,1862,1498,Brazil,Louisiana,Mirandaville
4462,Jerryville University,1926,610,UK,Texas,Nicoleton
4463,South Monica University,2004,1628,Canada,Vermont,Laneside
4464,Danielborough University,1869,1460,UK,North Dakota,Georgebury
4465,New Richard University,1925,859,UK,Wisconsin,South Dennisport
4466,Williamsbury University,2000,221,China,Missouri,Lake Kathystad
4467,Garnermouth University,1882,1492,Brazil,Arkansas,South Josephside
4468,New Sheryl University,1878,600,Germany,Iowa,New Noahport
4469,Timothytown University,1902,384,Brazil,Oregon,Ashleyberg
4470,Christinabury University,1941,259,India,Oklahoma,Elizabethtown
4471,Port Kristinfort University,1936,625,USA,Illinois,Jonesmouth
4472,Smithville University,1918,807,Japan,Oregon,Wyatttown
4473,North Pamelafort University,1960,513,Germany,New York,East Jesse
4474,South Jonathanmouth University,1959,126,Germany,Ohio,Lake Richard
4475,Fritzbury University,1871,536,UK,Nebraska,Port Kaitlynville
4476,Chaseberg University,1858,645,Germany,Mississippi,East James
4477,South Michaelmouth University,1887,535,China,Wisconsin,New James
4478,Perezfurt University,1893,409,Brazil,Arkansas,Marvinmouth
4479,South Rickychester University,1965,1736,China,Ohio,New Adrian
4480,Danielfurt University,1959,1412,Japan,Idaho,Colleenland
4481,Gibsonstad University,1940,1444,Japan,Kentucky,Adamsmouth
4482,Englishborough University,1935,1884,France,Virginia,Port Michael
4483,Blackburgh University,1940,194,France,Connecticut,Lake Jeremy
4484,West Sabrina University,1936,1819,Australia,Minnesota,Amberhaven
4485,North Samuel University,1894,1752,India,New Jersey,Lucasfurt
4486,East Deannaville University,2015,1701,Canada,West Virginia,North Darlene
4487,New Patrickville University,1945,337,USA,Virginia,Kellyfort
4488,East Dylan University,1891,1721,France,Indiana,Smithchester
4489,East Paula University,1919,782,Brazil,North Dakota,Oconnorport
4490,Dianechester University,2013,79,Canada,Minnesota,Sanchezton
4491,Lake Jennifer University,1974,1505,USA,Idaho,Amyberg
4492,Rojaston University,1877,1330,France,Georgia,Bradleyside
4493,Zavalamouth University,1975,1356,Germany,Wyoming,Danielborough
4494,Wilkersonburgh University,1877,1898,Brazil,Kansas,Seanstad
4495,Lake Katie University,1926,764,Australia,Georgia,South Marychester
4496,Pattyburgh University,1863,1442,Brazil,Rhode Island,East Danielleview
4497,Nicolechester University,1977,1106,France,California,Hicksborough
4498,Lake Isaiah University,1924,985,UK,Ohio,West Carlos
4499,New Cindy University,1933,901,France,Tennessee,Lake Jenniferchester
4500,Williamsland University,1982,1583,UK,Hawaii,Port Nicholashaven
4501,Stewartton University,1894,1736,UK,Hawaii,Campbellton
4502,South Kimberlyberg University,2002,1312,USA,Georgia,Royside
4503,West Carla University,1921,1262,France,New Hampshire,South Cory
4504,South Michaelbury University,1909,880,India,Arizona,New Anthonyburgh
4505,East Juanmouth University,2016,1908,UK,Oklahoma,Antonioberg
4506,Lake Robert University,1936,716,Brazil,Wisconsin,Ericafort
4507,Thomasmouth University,2025,1438,UK,Kansas,Stokeston
4508,New Reneeland University,1987,1824,Australia,Arkansas,Francistown
4509,North Nathanland University,2005,285,China,Arizona,Lake Rebeccaside
4510,New Barbaraville University,1862,819,UK,Delaware,New Ruth
4511,West Jennifer University,1950,406,Brazil,Iowa,Susanburgh
4512,Sheafort University,1991,407,Japan,Washington,South Antonio
4513,Harrellstad University,1962,891,UK,Nevada,New Michelleborough
4514,Boltonhaven University,1859,1934,France,Delaware,East Justinborough
4515,Theresaview University,1952,1599,China,Massachusetts,Lake Cynthia
4516,West Melvinshire University,2000,1855,Japan,North Dakota,Smithton
4517,West Steven University,1898,389,France,Arkansas,Stevenshire
4518,Aliciastad University,1978,928,Japan,South Dakota,Matthewstad
4519,East Ashley University,1905,144,India,New Mexico,Martinezfurt
4520,Port Meganside University,1883,1518,Brazil,Tennessee,Brianview
4521,West Brianfurt University,1903,1070,France,Hawaii,Port Valerieview
4522,South Pamela University,1879,1771,Germany,Montana,New Amy
4523,Garyburgh University,1877,918,Australia,Arkansas,West Joseph
4524,Paulview University,1971,1390,UK,Delaware,Phillipsmouth
4525,Mccannhaven University,2018,844,Japan,New Mexico,Stewartland
4526,Marilynstad University,1898,1318,Australia,New Mexico,Morganmouth
4527,New Mary University,1984,1529,UK,Nebraska,Port Dylanton
4528,Williambury University,1957,144,China,New York,New Angelamouth
4529,Taylormouth University,1897,1240,USA,Iowa,Lake Samantha
4530,South William University,1878,1493,UK,Vermont,Josephshire
4531,Rodrigueztown University,1890,1367,UK,Missouri,Cooperhaven
4532,Jamesborough University,1949,1460,Japan,Alaska,Ryanshire
4533,New Joyhaven University,1969,1735,USA,Colorado,Lake Mark
4534,Peckport University,1966,926,China,Pennsylvania,Bakerstad
4535,Lake David University,1931,221,India,Maryland,Thomaston
4536,Allenchester University,1937,1945,India,Mississippi,New Ronald
4537,Christophermouth University,1962,536,France,Montana,East Jay
4538,Port Riley University,1908,727,Brazil,Wisconsin,Garnershire
4539,Jefferyton University,1955,1248,Germany,Washington,Brianmouth
4540,Lake Jessebury University,2001,1230,Germany,Pennsylvania,Hayesside
4541,West Faith University,2009,1893,Brazil,New Mexico,Jamesborough
4542,Carlsonton University,1971,1827,USA,Pennsylvania,South Tyler
4543,Lake Amberhaven University,1980,753,Australia,Iowa,Jeffersonshire
4544,North Marc University,1942,1335,Germany,Florida,Lake Andrewstad
4545,Meyershaven University,1937,1027,Australia,California,Lake Sydneymouth
4546,West Diane University,2014,253,Canada,Hawaii,Port Kennethbury
4547,Nicolebury University,1892,127,Canada,Oklahoma,Carriefort
4548,Lake Amanda University,1918,1072,China,Utah,Rodriguezville
4549,Lorrainemouth University,1890,538,USA,Ohio,Donaldberg
4550,Watsonton University,2020,714,Germany,New York,Potterchester
4551,Perryburgh University,1936,35,China,Maryland,Christianstad
4552,Englishport University,1993,853,Germany,New Hampshire,Bowersfurt
4553,Emilyborough University,1968,1386,Japan,Tennessee,Owenhaven
4554,North Amber University,1991,1081,Japan,Nebraska,Thomasfort
4555,Michaelville University,1858,723,France,Wyoming,East Sheena
4556,New Christopher University,1971,407,UK,South Dakota,Brittneybury
4557,South Danielhaven University,1984,1747,Brazil,New Hampshire,Larrychester
4558,Longstad University,1917,188,China,Delaware,Carolynburgh
4559,North Erichaven University,1912,1240,China,Pennsylvania,Martinezchester
4560,Paulbury University,1926,1562,USA,Georgia,Courtneyberg
4561,Wallacetown University,1922,907,Canada,Michigan,Cochranburgh
4562,New Kelly University,1867,990,Brazil,New Hampshire,Jonathanmouth
4563,Christophermouth University,1899,1246,Brazil,California,Reedmouth
4564,West Joy University,1958,1399,USA,Delaware,South Juliashire
4565,South Jenniferview University,1969,647,India,Virginia,West Robert
4566,East Frankland University,1982,1944,Canada,New Hampshire,New Alan
4567,Lake Nicholasbury University,1954,1844,USA,Missouri,Port Amy
4568,Jillianmouth University,1967,1013,Canada,Wisconsin,Lake Deannamouth
4569,Aprilburgh University,1897,1558,Australia,Illinois,South Anthony
4570,North Douglas University,1912,1223,Australia,New Jersey,North David
4571,Robertfort University,1973,507,USA,Ohio,Gilmoremouth
4572,Morsestad University,1985,74,Canada,Nevada,Davischester
4573,South Feliciaburgh University,1923,930,Brazil,Missouri,New Charlotte
4574,Lake Katherine University,1959,30,Germany,Connecticut,South Christine
4575,Julietown University,1985,57,China,California,New Taylor
4576,Michaelmouth University,2012,1678,Japan,New York,Jonathanmouth
4577,South Elizabethton University,1997,1986,UK,Rhode Island,South Georgeshire
4578,Pattersonmouth University,2016,130,France,Pennsylvania,West Dianechester
4579,Nunezside University,1920,800,India,Delaware,North Kiara
4580,Jeffreybury University,1874,1646,Canada,Kentucky,Beanburgh
4581,Port Matthew University,1862,457,France,Virginia,Nunezberg
4582,Perezland University,1854,1035,UK,Connecticut,East Charles
4583,East Brianna University,2015,314,China,Florida,Carolyntown
4584,South Johnmouth University,1889,1724,China,New Jersey,Port Jasonshire
4585,Julieburgh University,1988,1444,Australia,Kentucky,New Joanna
4586,Samuelview University,1913,833,USA,Kansas,Kleinfurt
4587,North Billyfurt University,1984,612,India,Utah,Victoriamouth
4588,Robinview University,1990,1138,Canada,Hawaii,East Bradley
4589,South Yolandaside University,1893,1627,India,Utah,Johnsonmouth
4590,Nicholasfurt University,1927,1390,UK,Arizona,Rosston
4591,Port Tracy University,1887,1167,Germany,North Dakota,Youngfort
4592,New Brendashire University,1897,1437,Canada,Delaware,East Carla
4593,South Christopherfort University,1963,498,China,Maine,Cherylbury
4594,Richardsfurt University,1937,1512,Japan,Pennsylvania,Smithview
4595,Port Alicia University,1866,1721,China,Alaska,Terryport
4596,Donnashire University,1990,900,UK,Delaware,Sierratown
4597,East Patricia University,2007,745,Japan,Louisiana,West Jasonland
4598,North Trevorfort University,2000,436,Brazil,Arkansas,Cruzview
4599,Middletonburgh University,1891,214,UK,Missouri,Port Jenniferview
4600,Ebonyton University,1858,528,Brazil,Utah,East Suzanne
4601,Jameshaven University,1924,1370,USA,Maryland,Virginiaberg
4602,New Nathan University,1918,1955,China,Maine,Peterland
4603,Anthonyside University,2012,79,USA,Oregon,North Diamond
4604,North Adrianchester University,1905,1221,USA,Kentucky,Linside
4605,Bullockchester University,1932,684,UK,Nevada,New Sophiamouth
4606,Stoneville University,1904,1836,Brazil,South Carolina,East Jorge
4607,South Jamesborough University,1974,1958,Canada,Michigan,South Erikstad
4608,Riveraland University,1958,745,Australia,Oregon,Millstown
4609,Jessicabury University,1949,169,India,Arkansas,West Tina
4610,Simmonsport University,1854,1123,Japan,Florida,Brandibury
4611,Lake Michelle University,1877,199,France,Alaska,Riveramouth
4612,Millermouth University,1953,120,Canada,Louisiana,New Jeffreyland
4613,East Caroline University,2001,874,Brazil,Oregon,Emilyview
4614,North Ronaldhaven University,1905,839,China,North Dakota,Claytonberg
4615,Port Courtney University,1885,1465,Canada,Wisconsin,Terrimouth
4616,Hansenmouth University,1952,1584,Canada,New Mexico,Port Georgeborough
4617,Port Christopher University,1973,1545,India,Nevada,West Susanberg
4618,Kylefort University,2023,1772,USA,New York,East Susan
4619,East Lori University,1888,87,USA,South Carolina,East Brendanmouth
4620,East John University,2006,1380,USA,Connecticut,Brownstad
4621,New Nicole University,1891,109,Brazil,Montana,South Kelliview
4622,Port Andrew University,1867,1985,France,Minnesota,New Jacob
4623,Martinezside University,1924,1834,Australia,Michigan,South Elizabethville
4624,East Christopherberg University,1967,649,India,Utah,New Davidmouth
4625,Romeromouth University,1856,1528,USA,Hawaii,Stevenshire
4626,Gomezland University,1938,381,UK,Oregon,Lake Josephside
4627,Kristiland University,1873,51,Japan,North Dakota,New Josephfurt
4628,Nathanton University,1976,1541,Japan,Arkansas,Kingbury
4629,Erikview University,1862,1947,Germany,Delaware,New Jeffrey
4630,New Michelle University,1914,1731,USA,Kentucky,Brentbury
4631,Greenmouth University,1888,1692,USA,California,Adamsside
4632,Port Stephentown University,1942,1945,China,Arkansas,South Christopher
4633,Torresfurt University,1998,129,Australia,Illinois,South Amanda
4634,New Kelsey University,2009,177,UK,Ohio,Crystalland
4635,Howardborough University,1926,1926,France,Nevada,Bradleyshire
4636,South Williamfort University,1917,1396,France,Missouri,East Brettmouth
4637,Port William University,1869,187,UK,South Dakota,Port Courtney
4638,Matthewsmouth University,1947,1400,Australia,Kansas,Reynoldsmouth
4639,Alicialand University,1981,1785,Canada,Vermont,Andersonmouth
4640,Ramseyhaven University,1981,643,Germany,Oklahoma,New Mallorystad
4641,South Nicole University,2023,464,Australia,Michigan,Kellyfort
4642,North Stephanie University,1909,286,India,Montana,North Karen
4643,Lake Pamela University,1871,746,USA,Nebraska,Port Denise
4644,Stevenchester University,2009,978,Germany,Louisiana,Lisafurt
4645,East Jacqueline University,1943,705,USA,Ohio,Derrickshire
4646,North Anthonyborough University,1944,1145,France,Massachusetts,Smithchester
4647,Thomastown University,1880,1719,USA,Alaska,New Mitchellbury
4648,Rogersbury University,1882,1348,USA,Maine,Port Desireeborough
4649,Maryside University,1871,202,Canada,Missouri,Port Jasonfurt
4650,Michelleport University,1946,1598,Japan,Illinois,Elizabethtown
4651,Port Veronica University,1932,1159,Germany,Montana,South Matthewton
4652,Irwinfurt University,1978,936,Canada,New York,Reevesburgh
4653,Kevinhaven University,1934,943,USA,New Mexico,West Leah
4654,Ivanstad University,1997,826,USA,Maine,Brandyberg
4655,Blevinsland University,1931,1286,Canada,Wyoming,Angelamouth
4656,Chenburgh University,1922,1018,France,Idaho,Garzaberg
4657,Robertchester University,1978,1235,UK,Ohio,Melissaburgh
4658,Davischester University,1899,639,India,Montana,South Christian
4659,Aliciaburgh University,1911,478,Japan,New Mexico,Javiertown
4660,East Jamesville University,2004,1149,Japan,Oregon,Pearsonbury
4661,Ortizfort University,1911,476,Germany,Rhode Island,West Kathy
4662,East Jamesport University,1901,358,India,New Jersey,East Bryanland
4663,Justinhaven University,1894,1550,France,Arizona,Cathyside
4664,West Aaron University,1905,1221,UK,Idaho,North Kimberlyhaven
4665,West Daniel University,1960,1231,UK,Arizona,West Krystalfort
4666,New Derekbury University,1994,1435,Germany,Rhode Island,Port Shaunton
4667,Figueroachester University,1862,1262,China,Kentucky,Port Charlesfurt
4668,Baileyville University,1931,195,Brazil,Alabama,Justinhaven
4669,Allenmouth University,2001,347,Germany,Utah,Ronaldstad
4670,Saundersside University,1990,1589,USA,Alabama,East Brian
4671,South Jose University,1870,557,Germany,New Hampshire,Lake Johnview
4672,Brianport University,1855,232,Canada,California,Michaelview
4673,Lake Michaelhaven University,1935,483,Australia,New Jersey,Kimville
4674,Murrayville University,1948,1112,France,North Carolina,North Keith
4675,Stevenmouth University,1880,506,France,Michigan,East Lisastad
4676,North Melindaville University,1861,483,Brazil,Virginia,Riverastad
4677,Nicholasport University,1881,1570,Germany,New York,Port David
4678,South Adamfurt University,1977,1903,Australia,Mississippi,Port Joshua
4679,Susanmouth University,1997,685,USA,Mississippi,Kathleenside
4680,Elizabethtown University,1858,577,China,Massachusetts,Proctormouth
4681,Gallaghermouth University,2003,1183,Japan,California,New Alyssaview
4682,South Emilyland University,1938,255,Brazil,Mississippi,South Christopher
4683,Lake Sharonberg University,1949,555,USA,Colorado,Williamsview
4684,East Brandon University,1999,440,Canada,West Virginia,Smithstad
4685,Paulville University,1954,560,France,Delaware,South Meghanchester
4686,Kellyberg University,1989,502,UK,North Carolina,Moranhaven
4687,South Amyside University,1966,1988,Germany,Georgia,Watersberg
4688,Melissashire University,2006,1333,France,Arizona,Jacquelineview
4689,East Amyfurt University,1996,509,Germany,Colorado,Allisonview
4690,Richardsmouth University,1904,1021,Japan,Tennessee,Reesechester
4691,Port Vincent University,1935,718,France,California,West Anthony
4692,Brettville University,1992,800,USA,Arkansas,Jonathanmouth
4693,Robinside University,1852,1966,Australia,Massachusetts,North Theresa
4694,Smithhaven University,1877,147,Japan,Delaware,Wallaceville
4695,Grayshire University,2011,407,Canada,Tennessee,West Brenda
